LocalTime;T;Po;P;Pa;U;DD
09.09.2018 12:00;25;759.6;760.9;0;70;Ветер
09.09.2018 09:00;22.4;759.6;760.9;0.2;71;Ветер
09.09.2018 06:00;17.7;759.4;760.7;0.3;88;Ветер
09.09.2018 03:00;18.1;759.1;760.4;0.1;90;Ветер
09.09.2018 00:00;18.7;759;760.3;0.1;87;Ветер
08.09.2018 21:00;19.5;758.9;760.3;0.7;87;Ветер
08.09.2018 18:00;21.1;758.2;759.6;-0.2;84;Ветер
08.09.2018 15:00;20.7;758.4;759.7;0.5;86;Ветер
08.09.2018 12:00;19.8;757.9;759.3;1.1;88;Ветер
08.09.2018 09:00;19.6;756.8;758.2;0.4;89;Ветер
08.09.2018 06:00;18.3;756.4;757.8;1.4;93;Ветер
08.09.2018 03:00;20.8;755;756.4;0.1;81;Ветер
08.09.2018 00:00;20.8;754.9;756.2;-0.1;85;Ветер
07.09.2018 21:00;20.8;755;756.4;0.4;89;Ветер
07.09.2018 18:00;25;754.6;755.8;0.2;66;Ветер
07.09.2018 15:00;25.6;754.4;755.7;-0.6;70;Ветер
07.09.2018 12:00;20.4;755;756.4;0.7;95;Ветер
07.09.2018 09:00;21.1;754.3;755.6;1.4;88;Ветер
07.09.2018 06:00;23.2;752.9;754.2;-0.2;83;Ветер
07.09.2018 03:00;21.3;753.1;754.3;1.5;90;Ветер
07.09.2018 00:00;23.4;751.6;752.8;-0.6;80;Ветер
06.09.2018 21:00;26;752.2;753.4;2.2;81;Ветер
06.09.2018 18:00;27;750;751.3;-0.1;74;Ветер
06.09.2018 15:00;28.8;750.1;751.3;-0.6;57;Ветер
06.09.2018 12:00;29;750.7;752;-0.6;52;Ветер
06.09.2018 09:00;26.8;751.3;752.5;-0.7;49;Ветер
06.09.2018 06:00;21.5;752;753.3;-0.6;68;Ветер
06.09.2018 03:00;21.3;752.6;753.9;-0.6;77;Ветер
06.09.2018 00:00;21.6;753.2;754.5;-0.4;86;Штиль
05.09.2018 21:00;23.5;753.6;754.9;-0.2;81;Ветер
05.09.2018 18:00;27.3;753.8;755.1;-0.9;62;Ветер
05.09.2018 15:00;28.6;754.7;756;-0.5;55;Ветер
05.09.2018 12:00;29.9;755.2;756.5;-0.6;46;Ветер
05.09.2018 09:00;26;755.8;757.3;0;55;Ветер
05.09.2018 06:00;21;755.8;757.2;-0.1;80;Ветер
05.09.2018 03:00;21.8;755.9;757.2;0.1;81;Ветер
05.09.2018 00:00;21.6;755.8;757.1;0;81;Ветер
04.09.2018 21:00;23.3;755.8;757;0;75;Ветер
04.09.2018 18:00;27.2;755.8;757;0.1;62;Ветер
04.09.2018 15:00;28.8;755.7;757;-0.7;51;Ветер
04.09.2018 12:00;29.3;756.4;757.7;-0.2;47;Ветер
04.09.2018 09:00;25.6;756.6;757.9;0.2;57;Ветер
04.09.2018 06:00;20.5;756.4;757.8;-0.1;78;Ветер
04.09.2018 03:00;21.4;756.5;757.8;-0.2;79;Ветер
04.09.2018 00:00;22.2;756.7;757.9;-0.1;74;Ветер
03.09.2018 21:00;24;756.8;758.1;0.3;63;Ветер
03.09.2018 18:00;27.4;756.5;757.8;-0.4;57;Ветер
03.09.2018 15:00;28.6;756.9;758.2;-0.6;46;Ветер
03.09.2018 12:00;28.4;757.5;758.8;-0.4;48;Ветер
03.09.2018 09:00;26.2;757.9;759.2;0;58;Ветер
03.09.2018 06:00;21;757.9;759.2;-0.3;80;Ветер
03.09.2018 03:00;21.8;758.2;759.4;-0.3;80;Ветер
03.09.2018 00:00;22.5;758.5;759.8;0;81;Ветер
02.09.2018 21:00;23.8;758.5;759.8;0.1;74;Штиль
02.09.2018 18:00;27.5;758.4;759.7;-0.4;57;Ветер
02.09.2018 15:00;28.7;758.8;760;-0.5;53;Ветер
02.09.2018 12:00;28.8;759.3;760.6;-0.3;47;Ветер
02.09.2018 09:00;26.5;759.6;760.9;0.2;67;Ветер
02.09.2018 06:00;20.8;759.4;760.7;-0.1;87;Ветер
02.09.2018 03:00;22.1;759.5;760.8;-0.3;88;Ветер
02.09.2018 00:00;23.4;759.8;761.1;-0.3;84;Ветер
01.09.2018 21:00;24.6;760.1;761.4;0.2;85;Ветер
01.09.2018 18:00;27.1;759.9;761.2;-0.7;70;Ветер
01.09.2018 15:00;26.5;760.6;761.8;-0.3;80;Ветер
01.09.2018 12:00;27.6;760.9;762.1;0.5;74;Ветер
01.09.2018 09:00;25.6;760.4;761.7;1;74;Ветер
01.09.2018 06:00;25;759.4;760.7;0.1;67;Ветер
01.09.2018 03:00;20.6;759.3;760.6;0.2;98;Ветер
01.09.2018 00:00;23.5;759.1;760.3;0.3;92;Ветер
31.08.2018 21:00;26.6;758.8;760;-1.9;83;Ветер
31.08.2018 18:00;28;760.7;759.7;2.2;71;Ветер
31.08.2018 15:00;28;758.5;759.7;0;71;Ветер
31.08.2018 12:00;27.4;758.5;759.8;1.2;81;Ветер
31.08.2018 09:00;23.4;757.3;758.6;-1.5;86;Ветер
31.08.2018 06:00;22;758.8;760;0.6;95;Ветер
31.08.2018 03:00;24.4;758.2;759.5;-0.2;66;Ветер
31.08.2018 00:00;24.5;758.4;759.7;0.5;73;Ветер
30.08.2018 21:00;26.7;757.9;759.2;0.9;82;Ветер
30.08.2018 18:00;28.4;757;758.3;0.5;73;Ветер
30.08.2018 15:00;30.4;756.5;757.8;-0.1;63;Ветер
30.08.2018 12:00;32.1;756.6;757.9;0;39;Ветер
30.08.2018 09:00;28.5;756.6;757.9;0.2;70;Штиль
30.08.2018 06:00;22.7;756.4;757.6;0.3;81;Штиль
30.08.2018 03:00;23.7;756.1;757.3;-0.3;78;Ветер
30.08.2018 00:00;25;756.4;757.6;0.9;75;Ветер
29.08.2018 21:00;25.5;755.5;756.8;0.3;67;Ветер
29.08.2018 18:00;29.6;755.2;756.4;-0.5;49;Ветер
29.08.2018 15:00;31;755.7;757;-0.4;52;Ветер
29.08.2018 12:00;30.5;756.1;757.3;0.1;57;Ветер
29.08.2018 09:00;28.4;756;757.3;0.2;59;Штиль
29.08.2018 06:00;22.1;755.8;757;-0.2;85;Штиль
29.08.2018 03:00;22.8;756;757.3;0;83;Ветер
29.08.2018 00:00;23.5;756;757.3;0.5;80;Ветер
28.08.2018 21:00;25;755.5;756.8;0.6;74;Ветер
28.08.2018 18:00;29.1;754.9;756.2;-0.3;55;Ветер
28.08.2018 15:00;30.3;755.2;756.4;0;48;Ветер
28.08.2018 12:00;29.2;755.2;756.5;-0.1;66;Ветер
28.08.2018 09:00;28;755.3;756.6;0.4;65;Ветер
28.08.2018 06:00;22.6;754.9;756.2;0.2;80;Ветер
28.08.2018 03:00;23.2;754.7;756;0.1;82;Ветер
28.08.2018 00:00;23.8;754.6;755.9;0.6;81;Ветер
27.08.2018 21:00;25.2;754;755.3;0.4;63;Ветер
27.08.2018 18:00;28.4;753.6;754.9;-0.1;65;Ветер
27.08.2018 15:00;29.2;753.7;755;-0.2;63;Ветер
27.08.2018 12:00;29;753.9;755.2;0.3;64;Ветер
27.08.2018 09:00;28.5;753.6;754.9;0.1;57;Ветер
27.08.2018 06:00;23.2;753.5;754.8;-0.2;80;Ветер
27.08.2018 03:00;23.2;753.7;755;0;86;Ветер
27.08.2018 00:00;24;753.7;754.9;0;85;Ветер
26.08.2018 21:00;26.6;753.7;754.9;0.4;81;Штиль
26.08.2018 18:00;27.8;753.3;754.6;-0.6;74;Ветер
26.08.2018 15:00;29.2;753.9;755.2;-0.8;68;Ветер
26.08.2018 12:00;28.6;754.7;756;-0.3;69;Ветер
26.08.2018 09:00;27.8;755;756.3;-0.5;75;Ветер
26.08.2018 06:00;22.4;755.5;756.7;0;87;Штиль
26.08.2018 03:00;23.7;755.5;756.7;-0.1;82;Ветер
26.08.2018 00:00;24.8;755.6;756.9;0.4;79;Ветер
25.08.2018 21:00;25.7;755.2;756.5;0.1;79;Ветер
25.08.2018 18:00;28.4;755.1;756.4;-0.7;65;Ветер
25.08.2018 15:00;29.6;755.8;757;-0.4;56;Ветер
25.08.2018 12:00;29.6;756.2;757.5;-0.3;55;Ветер
25.08.2018 09:00;28.9;756.5;757.8;0;64;Штиль
25.08.2018 06:00;23.1;756.5;757.8;0.1;85;Ветер
25.08.2018 03:00;23.8;756.4;757.7;-0.5;84;Ветер
25.08.2018 00:00;24.7;756.9;758.2;0.4;81;Ветер
24.08.2018 21:00;25.1;756.5;757.8;0.4;79;Ветер
24.08.2018 18:00;28.2;756.1;757.3;-0.6;63;Ветер
24.08.2018 15:00;29.8;756.7;757.9;-0.3;57;Ветер
24.08.2018 12:00;28.2;756.1;757.3;-1.3;63;Ветер
24.08.2018 09:00;27.6;757.4;758.7;0;64;Ветер
24.08.2018 06:00;22.4;757.4;758.7;-0.3;77;Ветер
24.08.2018 03:00;22.9;757.7;759;-0.6;84;Ветер
24.08.2018 00:00;23.2;758.3;759.6;0.3;90;Ветер
23.08.2018 21:00;25.8;758;759.3;0.3;82;Ветер
23.08.2018 18:00;26.9;757.7;759;-0.8;72;Ветер
23.08.2018 15:00;27.5;758.5;759.7;-0.7;75;Ветер
23.08.2018 12:00;27.7;759.2;760.5;-0.3;69;Ветер
23.08.2018 09:00;26.8;759.5;760.8;0.1;64;Штиль
23.08.2018 06:00;21.9;759.4;760.7;0.4;86;Ветер
23.08.2018 03:00;23;759;760.3;0;78;Ветер
23.08.2018 00:00;23;759;760.3;-0.1;78;Ветер
22.08.2018 21:00;26;759.1;760.3;0.7;79;Ветер
22.08.2018 18:00;27;758.4;759.7;0.2;71;Ветер
22.08.2018 15:00;27.6;758.2;759.5;-0.3;73;
22.08.2018 12:00;27.4;758.5;759.7;0.3;71;Ветер
22.08.2018 09:00;26.9;758.2;759.5;0.3;63;Ветер
22.08.2018 06:00;21.2;757.9;759.3;0;85;Ветер
22.08.2018 03:00;21.7;757.9;759.1;0.2;85;Ветер
22.08.2018 00:00;22.2;757.7;759;0.1;85;Ветер
21.08.2018 21:00;24;757.6;758.8;0.5;77;Ветер
21.08.2018 18:00;27.1;757.1;758.4;-0.1;64;Ветер
21.08.2018 15:00;28.8;757.2;758.5;-0.4;54;Ветер
21.08.2018 12:00;28;757.6;758.8;-0.2;57;Ветер
21.08.2018 09:00;27.8;757.8;759.1;0.5;55;Ветер
21.08.2018 06:00;21.7;757.3;758.6;0.3;78;Ветер
21.08.2018 03:00;23.3;757;758.2;0.1;73;Ветер
21.08.2018 00:00;23.9;756.9;758.2;0.2;74;Ветер
20.08.2018 21:00;24.4;756.7;758;0.5;78;Ветер
20.08.2018 18:00;28.1;756.2;757.5;-0.5;64;Ветер
20.08.2018 15:00;28.8;756.7;757.9;-0.3;63;Ветер
20.08.2018 12:00;27.8;757;758.3;0.2;68;Ветер
20.08.2018 09:00;26.6;756.8;758.1;-0.1;60;Ветер
20.08.2018 06:00;21.4;756.9;758.2;0.2;64;Ветер
20.08.2018 03:00;22.8;756.7;758;0.2;70;Ветер
20.08.2018 00:00;23.7;756.5;757.8;0.8;88;Ветер
19.08.2018 21:00;25.5;755.7;757;0.5;81;Ветер
19.08.2018 18:00;26.6;755.2;756.5;-0.6;71;Ветер
19.08.2018 15:00;27.6;755.8;757.1;-0.1;72;Ветер
19.08.2018 12:00;27.5;755.9;757.2;0.4;72;Ветер
19.08.2018 09:00;26.3;755.5;756.8;0.2;64;Ветер
19.08.2018 06:00;20;755.3;756.7;0;83;Ветер
19.08.2018 03:00;21.1;755.3;756.7;0.2;85;Ветер
19.08.2018 00:00;22.1;755.1;756.4;-0.1;85;Ветер
18.08.2018 21:00;24.1;755.2;756.4;;78;Ветер
18.08.2018 18:00;26;;;;70;Ветер
18.08.2018 15:00;27.2;754.6;755.9;-0.7;55;Ветер
18.08.2018 12:00;23.1;755.3;756.6;0.9;80;Ветер
18.08.2018 09:00;26.8;754.4;755.7;-0.2;72;Ветер
18.08.2018 06:00;22.8;754.6;755.9;-0.4;89;Штиль
18.08.2018 03:00;24.4;755;756.3;-0.2;88;Штиль
18.08.2018 00:00;25.1;755.2;756.4;-0.2;86;Штиль
17.08.2018 21:00;26;755.4;756.7;0.3;80;Ветер
17.08.2018 18:00;27.2;755.1;756.4;-0.4;78;Ветер
17.08.2018 15:00;28;755.5;756.7;-0.6;70;Ветер
17.08.2018 12:00;27.6;756.1;757.3;-0.3;69;Ветер
17.08.2018 09:00;26.8;756.4;757.6;-0.2;71;Ветер
17.08.2018 06:00;22.4;756.6;757.9;0.3;79;Ветер
17.08.2018 03:00;23.3;756.3;757.6;-0.1;82;Ветер
17.08.2018 00:00;22.9;756.4;757.7;0.6;82;Ветер
16.08.2018 21:00;25.1;755.8;757.1;0.2;81;Штиль
16.08.2018 18:00;27.2;755.6;756.9;-0.2;69;Ветер
16.08.2018 15:00;28;755.8;757;-0.5;;Ветер
16.08.2018 12:00;28.3;756.3;757.6;0;63;Ветер
16.08.2018 09:00;27.9;756.3;757.6;0.2;57;Ветер
16.08.2018 06:00;21.3;756.1;757.5;-0.3;78;Штиль
16.08.2018 03:00;21.9;756.4;757.7;-0.1;82;Ветер
16.08.2018 00:00;22.8;756.5;757.8;-0.4;86;Ветер
15.08.2018 21:00;;756.9;758.2;0.8;;
15.08.2018 18:00;27.4;756.1;757.3;-0.6;61;Ветер
15.08.2018 15:00;27.7;756.7;757.9;-0.6;59;Ветер
15.08.2018 12:00;28;757.3;758.6;-0.2;52;Ветер
15.08.2018 09:00;26.2;757.5;758.8;-0.4;57;Ветер
15.08.2018 06:00;20.5;757.9;759.2;0;82;Ветер
15.08.2018 03:00;21.2;757.9;759.2;-0.3;89;Ветер
15.08.2018 00:00;23.8;758.2;759.5;0.3;83;Ветер
14.08.2018 21:00;24.9;757.9;759.1;0.9;79;Ветер
14.08.2018 18:00;25.9;757;758.2;-0.7;70;Ветер
14.08.2018 15:00;26.1;757.7;759;-0.8;67;Ветер
14.08.2018 12:00;25.9;757;758.2;-1.8;70;Ветер
14.08.2018 09:00;24.9;758.8;760;0.2;63;Ветер
14.08.2018 06:00;19.6;758.6;760;-0.1;79;Ветер
14.08.2018 03:00;20.8;758.7;760;0;81;Ветер
14.08.2018 00:00;21.4;758.7;760;-0.2;86;Ветер
13.08.2018 21:00;24;758.9;760.2;0.5;77;Штиль
13.08.2018 18:00;25.3;758.4;759.7;-0.6;71;Ветер
13.08.2018 15:00;25.9;759;760.3;-0.2;68;Ветер
13.08.2018 12:00;25.7;759.2;760.5;-0.2;80;Ветер
13.08.2018 09:00;24.2;759.4;760.6;0.4;74;Ветер
13.08.2018 06:00;18.4;759;760.3;-0.1;84;Ветер
13.08.2018 03:00;19.3;759.1;760.5;-0.4;88;Ветер
13.08.2018 00:00;19.3;759.5;760.8;-0.1;92;Ветер
12.08.2018 21:00;21.8;759.6;760.9;0.5;87;Ветер
12.08.2018 18:00;23.3;759.1;760.3;0.3;84;Ветер
12.08.2018 15:00;25.2;758.8;760.1;0.9;69;Ветер
12.08.2018 12:00;26.1;757.9;759.5;0.4;67;Ветер
12.08.2018 09:00;25.8;757.5;758.8;0.2;63;Ветер
12.08.2018 06:00;20;757.3;758.6;-0.2;78;Ветер
12.08.2018 03:00;20.3;757.5;758.8;-0.7;84;Ветер
12.08.2018 00:00;22.1;758.2;759.5;-0.3;86;Ветер
11.08.2018 21:00;23.4;758.5;759.7;0.2;86;Ветер
11.08.2018 18:00;26.6;758.3;759.6;-0.6;67;Ветер
11.08.2018 15:00;27;758.9;760.2;-0.8;63;Ветер
11.08.2018 12:00;27;759.7;760.9;-0.2;53;Ветер
11.08.2018 09:00;24.2;759.9;761.2;0.2;58;Ветер
11.08.2018 06:00;17.8;759.7;761;0;80;Ветер
11.08.2018 03:00;18.7;759.7;761;-0.5;84;Ветер
11.08.2018 00:00;20.7;760.2;761.5;0.4;85;Ветер
10.08.2018 21:00;20.4;759.8;761.2;1;93;Ветер
10.08.2018 18:00;20.6;758.8;760.1;0.5;90;Ветер
10.08.2018 15:00;26.7;758.3;759.6;-0.5;69;Ветер
10.08.2018 12:00;25.9;758.8;760;0.8;69;Ветер
10.08.2018 09:00;25.6;758;759.3;0.2;65;Ветер
10.08.2018 06:00;21.2;757.8;759.1;0.4;93;Ветер
10.08.2018 03:00;22.7;757.4;758.7;-0.5;83;Ветер
10.08.2018 00:00;22.9;757.9;759.2;-0.1;86;Ветер
09.08.2018 21:00;24;758;759.3;0.7;88;Ветер
09.08.2018 18:00;25.4;757.3;758.6;0.3;74;Ветер
09.08.2018 15:00;26.3;757;758.3;0;75;Штиль
09.08.2018 12:00;24.9;757;758.3;0.9;83;Ветер
09.08.2018 09:00;24.4;756.1;757.3;0.3;83;Ветер
09.08.2018 06:00;23.2;755.8;757;0.1;88;Ветер
09.08.2018 03:00;24;755.7;757;0.3;87;Ветер
09.08.2018 00:00;24.1;755.4;756.7;-0.4;87;Ветер
08.08.2018 21:00;24.9;755.8;757;0.1;86;Ветер
08.08.2018 18:00;26.5;755.7;757;-0.3;80;Ветер
08.08.2018 15:00;26.4;756;757.3;-0.2;79;Ветер
08.08.2018 12:00;28.2;756.2;757.5;0.1;62;Ветер
08.08.2018 09:00;26.4;756.1;757.4;-0.2;71;Ветер
08.08.2018 06:00;25.3;756.3;757.6;0.5;73;Ветер
08.08.2018 03:00;24;755.8;757;-0.5;78;Ветер
08.08.2018 00:00;24.4;756.3;757.6;-0.4;83;Ветер
07.08.2018 21:00;26.9;756.7;757.9;0.9;77;Ветер
07.08.2018 18:00;28.1;755.8;757.1;-0.6;75;Ветер
07.08.2018 15:00;28.8;756.4;757.7;-0.6;73;Ветер
07.08.2018 12:00;28.4;757;758.3;-0.4;72;Ветер
07.08.2018 09:00;27.2;757.4;758.7;0.2;71;Ветер
07.08.2018 06:00;23.6;757.2;758.5;-0.4;83;Ветер
07.08.2018 03:00;24.2;757.6;758.8;-0.2;85;Ветер
07.08.2018 00:00;24.2;757.8;759.1;0.1;89;Ветер
06.08.2018 21:00;26.7;757.7;759;0.5;79;Ветер
06.08.2018 18:00;27.6;757.2;758.5;-0.7;73;Ветер
06.08.2018 15:00;28.8;757.9;759.2;-0.9;63;Ветер
06.08.2018 12:00;28.1;758.8;760.1;-0.1;68;Ветер
06.08.2018 09:00;27.2;758.9;760.2;0.2;63;Ветер
06.08.2018 06:00;21.6;758.7;760;0;78;Ветер
06.08.2018 03:00;22.6;758.7;760;0;83;Ветер
06.08.2018 00:00;23.3;758.7;760;0.2;81;Ветер
05.08.2018 21:00;25.2;758.5;759.8;0.5;82;Штиль
05.08.2018 18:00;27.4;758;759.3;-0.2;68;Ветер
05.08.2018 15:00;28.2;758.2;759.4;-0.1;64;Ветер
05.08.2018 12:00;27.5;758.3;759.6;0;63;Ветер
05.08.2018 09:00;25.6;758.3;759.6;0.8;63;Ветер
05.08.2018 06:00;19.6;757.5;758.8;0;78;Ветер
05.08.2018 03:00;20;757.5;758.8;0.3;80;Ветер
05.08.2018 00:00;21;757.2;758.5;-0.2;84;Ветер
04.08.2018 21:00;20.7;757.4;758.8;0.9;89;Ветер
04.08.2018 18:00;20.6;756.5;757.9;0.9;87;Ветер
04.08.2018 15:00;27.2;755.6;756.9;0;71;Ветер
04.08.2018 12:00;27.8;755.6;756.9;0.5;60;Ветер
04.08.2018 09:00;25.5;755.1;756.4;0.5;69;Ветер
04.08.2018 06:00;20.4;754.6;756;-0.4;79;Ветер
04.08.2018 03:00;20.8;755;756.4;0;79;Ветер
04.08.2018 00:00;21;755;756.4;0.4;80;Ветер
03.08.2018 21:00;21;754.6;756;0.3;85;Ветер
03.08.2018 18:00;20.2;754.3;755.6;0.3;91;Ветер
03.08.2018 15:00;26.8;754;755.3;-0.2;75;Ветер
03.08.2018 12:00;28.2;754.2;756.2;0;70;Ветер
03.08.2018 09:00;25;754.2;755.5;0;67;Ветер
03.08.2018 06:00;23.8;754.2;755.5;0;69;Ветер
03.08.2018 03:00;23.8;754.2;755.5;-1;69;Ветер
03.08.2018 00:00;24.6;755.2;756.4;-0.2;75;Ветер
02.08.2018 21:00;26.2;755.4;756.7;0.7;69;Ветер
02.08.2018 18:00;29.2;754.7;756;-0.5;60;Ветер
02.08.2018 15:00;29.8;755.2;756.5;0;61;Ветер
02.08.2018 12:00;27.2;755.2;756.4;0;72;Ветер
02.08.2018 09:00;28.2;755.2;756.5;0.4;63;Ветер
02.08.2018 06:00;27.2;755.2;756.4;0.6;72;Ветер
02.08.2018 03:00;25;754.6;755.9;-0.5;70;Ветер
02.08.2018 00:00;26.1;755.1;756.4;0.3;70;Ветер
01.08.2018 21:00;27.5;754.8;756.1;0.8;71;Ветер
01.08.2018 18:00;30.8;754;755.2;-0.7;54;Ветер
01.08.2018 15:00;30.4;754.7;756;0.4;76;Ветер
01.08.2018 12:00;29.7;754.3;755.6;0;79;Ветер
01.08.2018 09:00;28.9;754.3;755.6;0.1;80;Ветер
01.08.2018 06:00;26.1;754.2;755.5;-0.1;86;Ветер
01.08.2018 03:00;26;754.3;755.5;0;92;Ветер
01.08.2018 00:00;26.6;754.3;755.6;0;87;Ветер
31.07.2018 21:00;28.2;754.3;755.5;0.6;86;Ветер
31.07.2018 18:00;30;753.7;754.9;-0.6;73;Ветер
31.07.2018 15:00;30;754.3;755.5;-0.2;72;Ветер
31.07.2018 12:00;29.4;754.5;755.8;0;75;Ветер
31.07.2018 09:00;29;754.5;755.8;0;73;Ветер
31.07.2018 06:00;24.3;754.5;755.8;-0.1;85;Ветер
31.07.2018 03:00;25.5;754.6;755.8;0;91;Штиль
31.07.2018 00:00;26.4;754.6;755.8;0.5;89;Ветер
30.07.2018 21:00;27.6;754.1;755.4;0.2;80;Ветер
30.07.2018 18:00;28.9;753.9;755.2;-0.3;80;Ветер
30.07.2018 15:00;29.7;754.2;755.5;-0.1;72;Ветер
30.07.2018 12:00;28.9;754.3;755.5;0.1;78;Ветер
30.07.2018 09:00;29;754.2;755.5;-0.1;64;Ветер
30.07.2018 06:00;24.4;754.3;755.5;0.7;88;Ветер
30.07.2018 03:00;24.4;753.6;754.9;-0.2;93;Ветер
30.07.2018 00:00;25.6;753.8;755.1;0.4;89;Ветер
29.07.2018 21:00;27.1;753.4;754.7;0.2;86;Ветер
29.07.2018 18:00;28.6;753.2;754.5;-0.3;77;Ветер
29.07.2018 15:00;29.2;753.5;754.8;-0.1;77;Ветер
29.07.2018 12:00;29;753.6;754.9;-0.1;75;Ветер
29.07.2018 09:00;28.6;753.7;755;0.1;71;Штиль
29.07.2018 06:00;25;753.6;754.9;0;91;Штиль
29.07.2018 03:00;25.5;753.6;754.9;-0.4;89;Ветер
29.07.2018 00:00;25.6;754;755.2;0.3;91;Ветер
28.07.2018 21:00;27;753.7;754.9;0.6;83;Штиль
28.07.2018 18:00;28.3;753.1;754.3;0;77;Ветер
28.07.2018 15:00;29.2;753.1;754.3;-0.3;74;Ветер
28.07.2018 12:00;28.4;753.4;754.6;-0.2;75;Ветер
28.07.2018 09:00;27.8;753.6;754.9;-0.1;80;Ветер
28.07.2018 06:00;25.1;753.7;755;-0.3;89;Ветер
28.07.2018 03:00;24.9;754;755.3;-0.6;89;Ветер
28.07.2018 00:00;25.2;754.6;755.8;-0.3;89;Штиль
27.07.2018 21:00;27;754.9;756.2;0.2;78;Ветер
27.07.2018 18:00;28.3;754.7;756;-0.2;76;Ветер
27.07.2018 15:00;29.8;754.9;756.2;-0.5;67;Ветер
27.07.2018 12:00;28.6;755.4;756.7;0.1;78;Ветер
27.07.2018 09:00;28.6;755.3;756.6;0.1;77;Ветер
27.07.2018 06:00;24.6;755.2;756.5;0.1;93;Ветер
27.07.2018 03:00;24.6;755.1;756.4;-0.1;93;Штиль
27.07.2018 00:00;24.6;755.2;756.5;0.9;93;Ветер
26.07.2018 21:00;26.8;754.3;755.6;0.4;86;Ветер
26.07.2018 18:00;28.4;753.9;755.2;-0.1;77;Ветер
26.07.2018 15:00;28.8;754;755.3;-0.2;80;Ветер
26.07.2018 12:00;29.1;754.2;755.5;0.1;71;Ветер
26.07.2018 09:00;28.7;754.1;755.4;0.5;65;Ветер
26.07.2018 06:00;24.6;755.2;756.5;1.1;93;Ветер
26.07.2018 03:00;28.7;754.1;755.4;3.4;65;Ветер
26.07.2018 00:00;27.4;750.7;752;1;75;Ветер
25.07.2018 21:00;27.2;749.7;751;1.1;83;Ветер
25.07.2018 18:00;29.6;748.6;749.9;-0.5;69;Ветер
25.07.2018 15:00;30.8;749.1;750.4;-0.6;51;Ветер
25.07.2018 12:00;31.4;749.7;751;-1.3;53;Ветер
25.07.2018 09:00;29.2;751;752.3;1;58;Ветер
25.07.2018 06:00;26.2;750;751.3;-1.1;53;Ветер
25.07.2018 03:00;24.4;751.1;752.4;-1.4;74;Ветер
25.07.2018 00:00;24.3;752.5;753.8;1.6;78;Ветер
24.07.2018 21:00;25.2;750.9;752.2;0.2;74;Ветер
24.07.2018 18:00;28.4;750.7;751.3;-0.6;58;Ветер
24.07.2018 15:00;28.4;751.3;752.6;-0.9;57;Ветер
24.07.2018 12:00;27.4;752.2;753.4;-0.1;64;Ветер
24.07.2018 09:00;26.6;752.3;753.6;0.1;64;Ветер
24.07.2018 06:00;21.2;752.2;753.4;-0.7;81;Ветер
24.07.2018 03:00;21.8;752.9;754.2;-0.5;83;Ветер
24.07.2018 00:00;22.7;753.4;754.6;0.1;87;Ветер
23.07.2018 21:00;24.8;753.3;754.6;0.5;81;Ветер
23.07.2018 18:00;26.8;752.8;754;-0.4;69;Ветер
23.07.2018 15:00;27.6;753.2;754.5;-0.5;67;Ветер
23.07.2018 12:00;27.3;753.7;755;-0.6;64;Ветер
23.07.2018 09:00;24.8;754.3;755.5;0;71;Ветер
23.07.2018 06:00;21.3;754.3;755.5;-0.3;85;Ветер
23.07.2018 03:00;21.4;754.6;755.9;-0.4;87;Ветер
23.07.2018 00:00;22.1;755;756.3;-0.2;89;Ветер
22.07.2018 21:00;24.8;755.2;756.5;0.4;80;Штиль
22.07.2018 18:00;26.9;754.8;756.1;-0.6;70;Ветер
22.07.2018 15:00;27;755.4;756.7;-0.7;70;Ветер
22.07.2018 12:00;26.8;756.1;757.3;-0.3;68;Ветер
22.07.2018 09:00;26.2;756.4;757.7;0.3;65;Штиль
22.07.2018 06:00;20.2;756.1;757.5;-0.3;85;Ветер
22.07.2018 03:00;20.4;756.4;757.7;-0.4;88;Ветер
22.07.2018 00:00;21.3;756.8;758.2;0.3;87;Штиль
21.07.2018 21:00;24.8;756.5;757.8;0.2;72;Ветер
21.07.2018 18:00;26.8;756.3;757.6;-0.3;61;Ветер
21.07.2018 15:00;27;756.6;757.9;0;67;Ветер
21.07.2018 12:00;26.2;756.6;757.9;0.5;70;Ветер
21.07.2018 09:00;26;756.1;757.3;0.5;63;Ветер
21.07.2018 06:00;20.5;755.6;756.9;0.5;82;Ветер
21.07.2018 03:00;20.6;755.1;756.4;-0.1;87;Ветер
21.07.2018 00:00;21.5;755.2;756.5;-0.2;89;Ветер
20.07.2018 21:00;24.6;755.4;756.7;0.9;78;Ветер
20.07.2018 18:00;26.6;754.5;755.8;0.4;65;Ветер
20.07.2018 15:00;26.4;754.1;755.4;0.1;70;Ветер
20.07.2018 12:00;26.4;754;755.3;0.5;66;Ветер
20.07.2018 09:00;25.4;753.5;754.8;0.2;59;Ветер
20.07.2018 06:00;18.9;753.3;754.6;0;83;Штиль
20.07.2018 03:00;19;753.3;754.6;-0.3;88;Штиль
20.07.2018 00:00;20.2;753.6;754.9;0;85;Штиль
19.07.2018 21:00;22.4;753.6;754.9;0.9;81;Ветер
19.07.2018 18:00;27.2;752.7;754;0.2;52;Ветер
19.07.2018 15:00;24.3;752.5;753.8;-0.7;71;Ветер
19.07.2018 12:00;24.8;753.2;754.5;1.5;73;Ветер
19.07.2018 09:00;;751.7;753;0;;Ветер
